date,symbol,cluster,side,next_open_return,next_close_return,cluster_confidence,weight,net_return,weighted_return
2017-05-05,ONGC_5MINUTE,0,1,0.004819277108433884,0.011445783132530085,-1.649571897435301,0.095,0.010445783132530084,0.000992349397590358
2017-05-08,CGPOWER_5MINUTE,0,1,0.001958224543080922,0.09268929503916468,-1.3484540606056719,0.095,0.09168929503916468,0.008710483028720644
2017-05-08,MOTHERSON_5MINUTE,6,-1,0.000555324170484317,-0.008746355685131157,-1.3868687664302983,0.095,0.0077463556851311574,0.00073590379008746
2017-05-08,ABB_5MINUTE,0,1,9.102908379232666e-05,0.08684174593782723,-1.604069925182976,0.095,0.08584174593782723,0.008154965864093587
2017-05-08,BHARTIARTL_5MINUTE,6,-1,-0.007952573742047386,-0.01865240023134762,-1.8337876420934702,0.095,0.01765240023134762,0.001676978021978024
2017-05-08,CUMMINSIND_5MINUTE,6,-1,-0.0009469696969697239,0.012310606060605966,-2.2220844043848813,0.095,-0.013310606060605967,-0.0012645075757575668
2017-05-08,TORNTPHARM_5MINUTE,0,1,0.014832162373145996,0.024355971896955486,-2.229206632519219,0.095,0.023355971896955485,0.002218817330210771
2017-05-08,ASIANPAINT_5MINUTE,6,-1,0.0005973970556860664,-0.008320887561339863,-2.246609444317342,0.095,0.0073208875613398625,0.000695484318327287
2017-05-08,HINDZINC_5MINUTE,0,1,-0.0020161290322581182,0.023991935483870908,-2.3990068539478857,0.095,0.022991935483870907,0.002184233870967736
2017-05-08,ADANIENSOL_5MINUTE,0,1,0.004830917874396157,0.01863354037267073,-2.4355665538069884,0.095,0.01763354037267073,0.0016751863354037195
2017-05-08,VEDL_5MINUTE,0,1,0.005981511691136365,0.020391517128874437,-2.4428114809965487,0.095,0.019391517128874436,0.0018421941272430715
2017-05-09,ADANIENT_5MINUTE,6,-1,0.007839721254355503,0.04268292682926833,-1.3945115042949021,0.095,-0.04368292682926833,-0.004149878048780492
2017-05-09,TITAN_5MINUTE,0,1,0.0014958863126401933,0.03344374398974259,-1.7107417507662954,0.095,0.03244374398974259,0.0030821556790255463
2017-05-09,IOC_5MINUTE,6,-1,0.003417309067790031,-0.008583008821425708,-2.0783516809397367,0.095,0.007583008821425708,0.0007203858380354423
2017-05-09,RECLTD_5MINUTE,6,-1,0.0,-0.012612612612612595,-2.083039058458563,0.095,0.011612612612612594,0.0011031981981981965
2017-05-09,INDIGO_5MINUTE,6,-1,-0.009727455963543852,-0.01936727718867748,-2.0849192886636834,0.095,0.018367277188677478,0.0017448913329243603
2017-05-09,JINDALSTEL_5MINUTE,6,-1,-0.0030755711775043437,0.004833040421792667,-2.1605880084783484,0.095,-0.005833040421792667,-0.0005541388400703034
2017-05-09,ADANIPORTS_5MINUTE,6,-1,-0.0005759539236860345,0.010223182145428389,-2.192559118738367,0.095,-0.01122318214542839,-0.001066202303815697
2017-05-09,VBL_5MINUTE,6,-1,0.00339558573853993,0.005093378607810006,-2.777453256632938,0.095,-0.006093378607810006,-0.0005788709677419506
2017-05-09,TORNTPHARM_5MINUTE,6,-1,0.0006096631611034464,0.024234110653863716,-2.93673040465461,0.095,-0.025234110653863717,-0.0023972405121170533
2017-05-09,ADANIENSOL_5MINUTE,0,1,0.008130081300813163,0.023035230352303593,-3.076616966721784,0.095,0.022035230352303592,0.0020933468834688413
2017-05-10,BAJFINANCE_5MINUTE,6,-1,0.0,0.003759398496240518,-1.1573380009447232,0.095,-0.004759398496240518,-0.0004521428571428492
2017-05-10,TATAPOWER_5MINUTE,0,1,0.003671970624234966,0.016523867809057347,-1.4394262888538787,0.095,0.015523867809057346,0.0014747674418604478
2017-05-10,UNITDSPR_5MINUTE,6,-1,0.009020027518727991,0.08749936299240701,-1.729471632175108,0.095,-0.08849936299240702,-0.008407439484278667
2017-05-10,TITAN_5MINUTE,6,-1,-0.005479735318445034,0.03670388751033915,-1.780458095028922,0.095,-0.03770388751033915,-0.0035818693134822195
2017-05-10,ASIANPAINT_5MINUTE,0,1,0.008579018420938,0.01842093803074496,-1.9326628019841934,0.095,0.01742093803074496,0.0016549891129207712
2017-05-10,HINDUNILVR_5MINUTE,6,-1,-0.0012053033346726139,-0.015869827239855416,-1.9652205713480047,0.095,0.014869827239855415,0.0014126335877862645
2017-05-10,ADANIENT_5MINUTE,6,-1,0.020050125313283207,-0.028404344193817876,-2.050750566685615,0.095,0.027404344193817876,0.002603412698412698
2017-05-10,TVSMOTOR_5MINUTE,0,1,0.010566957935378873,0.01381832960780316,-2.080276639498107,0.095,0.012818329607803158,0.0012177413127413001
2017-05-10,EICHERMOT_5MINUTE,6,-1,0.0,0.057347670250896154,-2.0929710293583716,0.095,-0.058347670250896155,-0.005543028673835135
2017-05-10,JSWSTEEL_5MINUTE,6,-1,0.0022692889561271024,-0.020675743822491266,-2.2294727488315877,0.095,0.019675743822491265,0.0018691956631366703
2017-05-11,ADANIPORTS_5MINUTE,6,-1,0.0029247910863510196,-0.0022284122562674646,-1.4727192744977458,0.095,0.0012284122562674646,0.00011669916434540914
2017-05-11,BEL_5MINUTE,0,1,0.0,-0.012681159420289911,-1.5453711818390163,0.095,-0.013681159420289912,-0.0012997101449275417
2017-05-11,VEDL_5MINUTE,6,-1,0.008360780339498275,-0.0005067139599695958,-1.56151572659422,0.095,-0.0004932860400304042,-4.68621738028884e-05
2017-05-11,JSWSTEEL_5MINUTE,0,1,0.001544799176107059,0.01673532440782699,-1.57562745299632,0.095,0.01573532440782699,0.001494855818743564
2017-05-11,ONGC_5MINUTE,0,1,0.0033082706766918157,0.005413533834586426,-1.581427682682378,0.095,0.004413533834586426,0.0004192857142857105
2017-05-11,AXISBANK_5MINUTE,0,1,0.0008735319809765052,-0.02183829952441041,-1.594548658667492,0.095,-0.02283829952441041,-0.002169638454818989
2017-05-11,IOC_5MINUTE,0,1,0.003094462540716769,0.01042345276872969,-1.6395474772625427,0.095,0.00942345276872969,0.0008952280130293205
2017-05-11,PFC_5MINUTE,0,1,0.003088803088803216,-0.012355212355212308,-1.6786574493518087,0.095,-0.01335521235521231,-0.0012687451737451695
2017-05-11,GAIL_5MINUTE,0,1,-0.0005518763796908965,0.009271523178808083,-1.690496384704897,0.095,0.008271523178808082,0.0007857947019867678
2017-05-11,INDIGO_5MINUTE,0,1,-0.006370296218774163,-0.00960094644400955,-1.7160031784142478,0.095,-0.010600946444009551,-0.0010070899121809075
2017-05-12,SHRIRAMFIN_5MINUTE,0,1,0.00910746812386165,0.012230028623471112,-0.9562342989667612,0.095,0.011230028623471111,0.0010668527192297555
2017-05-12,AXISBANK_5MINUTE,0,1,0.0037705894026593967,-0.007739630879142645,-1.1047425790062682,0.095,-0.008739630879142646,-0.0008302649335185514
2017-05-12,MOTHERSON_5MINUTE,6,-1,0.006426910980445788,0.0050594831122658945,-1.2050960904164265,0.095,-0.0060594831122658946,-0.00057565089566526
2017-05-12,JSWSTEEL_5MINUTE,6,-1,0.003291972651304098,0.024056723221068665,-1.2321373117851038,0.095,-0.025056723221068666,-0.0023803887060015235
2017-05-12,BAJAJFINSV_5MINUTE,0,1,0.008632439800090985,0.038959563834620736,-1.325264532264111,0.095,0.037959563834620735,0.00360615856428897
2017-05-12,CHOLAFIN_5MINUTE,0,1,0.00588235294117645,-0.016705882352941237,-1.439935469968257,0.095,-0.017705882352941238,-0.0016820588235294176
2017-05-12,DMART_5MINUTE,0,1,0.007118621515534551,-0.0017962876721441257,-1.5584744810491762,0.095,-0.0027962876721441257,-0.00026564732885369193
2017-05-12,BANKBARODA_5MINUTE,0,1,0.0033630986895512027,0.012582627855734607,-1.6105348165425508,0.095,0.011582627855734606,0.0011003496462947877
2017-05-12,PNB_5MINUTE,0,1,0.014928123848138686,-0.003870254330998857,-1.622103674698695,0.095,-0.004870254330998857,-0.0004626741614448914
2017-05-12,TVSMOTOR_5MINUTE,6,-1,0.008729388942773975,0.022114451988360706,-1.6646446242601358,0.095,-0.023114451988360707,-0.002195872938894267
2017-05-15,CHOLAFIN_5MINUTE,0,1,0.0023929169657812555,-0.011725293132328285,-1.307676887846279,0.095,-0.012725293132328286,-0.0012089028475711873
2017-05-15,JSWSTEEL_5MINUTE,6,-1,0.011622156280910012,-0.006181998021760671,-1.376342560518432,0.095,0.005181998021760671,0.0004922898120672637
2017-05-15,HINDALCO_5MINUTE,6,-1,-0.0002516356316053514,-0.009058882737795537,-1.5210928111913338,0.095,0.008058882737795536,0.000765593860090576
2017-05-15,BAJAJFINSV_5MINUTE,6,-1,0.0014212310047010401,-0.005575598556903927,-1.6271456731703793,0.095,0.004575598556903927,0.000434681862905873
2017-05-15,INDIGO_5MINUTE,6,-1,0.0008513689115920986,-0.006138817941479524,-1.633384496843156,0.095,0.005138817941479524,0.0004881877044405548
2017-05-15,INDHOTEL_5MINUTE,6,-1,0.004519774011299438,0.051977401129943646,-1.802531965227438,0.095,-0.052977401129943646,-0.0050328531073446465
2017-05-15,BOSCHLTD_5MINUTE,6,-1,-0.0049264553552932355,0.01925419515226845,-1.8083338820108021,0.095,-0.02025419515226845,-0.0019241485394655027
2017-05-15,DRREDDY_5MINUTE,6,-1,0.011433926897844504,0.018744142455482615,-1.8657586933258998,0.095,-0.019744142455482616,-0.0018756935332708486
2017-05-15,SHREECEM_5MINUTE,6,-1,0.0014911052972566008,-0.015821047581837777,-1.890668509680585,0.095,0.014821047581837776,0.0014079995202745887
2017-05-15,TATASTEEL_5MINUTE,6,-1,0.015575565831102312,0.0,-2.2441696328643768,0.095,-0.001,-9.5e-05
2017-05-16,BANKBARODA_5MINUTE,6,-1,-0.00161631925091954,-0.007301304202429915,-1.1301727720201606,0.095,0.006301304202429915,0.0005986238992308419
2017-05-16,TRENT_5MINUTE,0,1,0.002191235059761043,0.0,-1.284169932514597,0.095,-0.001,-9.5e-05
2017-05-16,TCS_5MINUTE,6,-1,0.004065811719104362,0.010267617830192588,-1.8029266607993586,0.095,-0.011267617830192589,-0.001070423693868296
2017-05-16,NESTLEIND_5MINUTE,0,1,0.0030864197530864335,0.01388888888888884,-1.8598688367506875,0.095,0.012888888888888839,0.0012244444444444397
2017-05-16,SBIN_5MINUTE,6,-1,-0.00016231131309851765,-0.002759292322674911,-1.8734239460386422,0.095,0.001759292322674911,0.00016713277065411654
2017-05-16,SOLARINDS_5MINUTE,0,1,0.01641151255358242,0.006736068585425636,-2.0106749770771124,0.095,0.005736068585425636,0.0005449265156154355
2017-05-16,CHOLAFIN_5MINUTE,0,1,-0.007021791767554464,0.004358353510895974,-2.02619269240122,0.095,0.0033583535108959736,0.0003190435835351175
2017-05-16,HINDZINC_5MINUTE,0,1,-0.004363347877826218,-0.00039666798889326227,-2.029941434985098,0.095,-0.0013966679888932623,-0.00013268345894485993
2017-05-16,BHARTIARTL_5MINUTE,6,-1,-0.0038235695753106036,0.004233237744093898,-2.1251914769861604,0.095,-0.0052332377440938984,-0.0004971575856889203
2017-05-16,GODREJCP_5MINUTE,0,1,0.0026337342819058307,-0.00774060929194309,-2.1388146069337193,0.095,-0.008740609291943091,-0.0008303578827345936
2017-05-17,TMPV_5MINUTE,6,-1,-0.014237178450089094,-0.02653292347516578,-1.3992249662558522,0.095,0.02553292347516578,0.002425627730140749
2017-05-17,TECHM_5MINUTE,0,1,-0.005825734549138817,-0.020516717325227973,-1.5197819521201947,0.095,-0.021516717325227974,-0.0020440881458966575
2017-05-17,CUMMINSIND_5MINUTE,0,1,-0.006446850393700743,0.041387795275590555,-1.7880645715444532,0.095,0.040387795275590554,0.0038368405511811027
2017-05-17,TATAPOWER_5MINUTE,6,-1,-0.006459189665296683,-0.015854374633000656,-1.811772964915387,0.095,0.014854374633000655,0.0014111655901350624
2017-05-17,BAJAJFINSV_5MINUTE,0,1,-0.013187304425569923,-0.036656236030397804,-1.8287081888046874,0.095,-0.037656236030397805,-0.0035773424228877915
2017-05-17,ZYDUSLIFE_5MINUTE,0,1,-0.005163873959321275,-0.009379281273052986,-1.888590675321962,0.095,-0.010379281273052987,-0.0009860317209400339
2017-05-17,APOLLOHOSP_5MINUTE,0,1,-0.00834087421804297,-0.019396466931581147,-1.9775486994014864,0.095,-0.020396466931581148,-0.001937664358500209
2017-05-17,PIDILITIND_5MINUTE,6,-1,-0.006451612903225823,0.0,-2.250050862878384,0.095,-0.001,-9.5e-05
2017-05-17,PNB_5MINUTE,0,1,-0.012428955093373384,-0.039785147710948765,-2.502245193471115,0.095,-0.040785147710948766,-0.003874589032540133
2017-05-17,INDHOTEL_5MINUTE,6,-1,-0.012562814070351758,-0.0419956927494618,-2.6477614091267103,0.095,0.0409956927494618,0.003894590811198871
2017-05-18,DIVISLAB_5MINUTE,0,1,0.008183306055646433,0.002454991816693841,-1.8330894144992715,0.095,0.0014549918166938411,0.00013822422258591492
2017-05-18,UNITDSPR_5MINUTE,0,1,0.003368976124212608,-0.060519505883501856,-1.8351631283616587,0.095,-0.06151950588350186,-0.0058443530589326765
2017-05-18,DMART_5MINUTE,0,1,0.002465753424657491,-0.00417808219178073,-1.8781398187934055,0.095,-0.00517808219178073,-0.0004919178082191694
2017-05-18,ZYDUSLIFE_5MINUTE,0,1,-0.0001063829787234516,-0.020957446808510638,-1.8970347291370533,0.095,-0.02195744680851064,-0.0020859574468085106
2017-05-18,ABB_5MINUTE,0,1,0.01736274049741926,0.019367774412354377,-1.9714201130157496,0.095,0.018367774412354376,0.0017449385691736658
2017-05-18,TITAN_5MINUTE,0,1,0.009344801953913073,-0.0025485823510673633,-1.9894627104129046,0.095,-0.0035485823510673633,-0.0003371153233513995
2017-05-18,PFC_5MINUTE,0,1,0.007223113964687,-0.006019261637239204,-2.034367663489212,0.095,-0.007019261637239204,-0.0006668298555377244
2017-05-18,BRITANNIA_5MINUTE,0,1,0.012725225225225234,0.011824324324324342,-2.049141807540864,0.095,0.010824324324324341,0.0010283108108108125
2017-05-18,GODREJCP_5MINUTE,0,1,0.014467005076141959,0.015549915397631286,-2.0650368171487723,0.095,0.014549915397631286,0.0013822419627749721
2017-05-18,HINDZINC_5MINUTE,0,1,0.006134969325153339,0.006134969325153339,-2.0834108044901805,0.095,0.005134969325153339,0.00048782208588956717
2017-05-19,TRENT_5MINUTE,0,1,0.003909465020575986,0.012345679012345734,-0.7773483718818074,0.095,0.011345679012345733,0.0010778395061728447
2017-05-19,ZYDUSLIFE_5MINUTE,0,1,-0.0003259806584808844,-0.0041290883407584245,-1.2830025988896714,0.095,-0.0051290883407584245,-0.0004872633923720503
2017-05-19,BAJAJHLDNG_5MINUTE,0,1,-0.008291835552982074,-0.03583092067168492,-1.3192084696863386,0.095,-0.03683092067168492,-0.0034989374638100673
2017-05-19,BOSCHLTD_5MINUTE,0,1,0.001089130434782648,0.0038695652173912354,-1.3193139986184372,0.095,0.0028695652173912354,0.00027260869565216736
2017-05-19,TORNTPHARM_5MINUTE,0,1,0.003875968992248069,0.01240310077519391,-1.3305162903052707,0.095,0.011403100775193908,0.0010832945736434212
2017-05-19,BPCL_5MINUTE,0,1,-0.004111245465538094,-0.009189842805320425,-1.5797317163686226,0.095,-0.010189842805320426,-0.0009680350665054405
2017-05-19,PNB_5MINUTE,0,1,0.013865852849465954,-0.02607311086047881,-1.7843459211539303,0.095,-0.02707311086047881,-0.002571945531745487
2017-05-19,TECHM_5MINUTE,0,1,0.005235602094240788,-0.011518324607329822,-1.8781314565002907,0.095,-0.012518324607329823,-0.0011892408376963331
2017-05-19,INDIGO_5MINUTE,0,1,-0.007042910447761175,-0.021455223880597063,-1.887556835580786,0.095,-0.022455223880597064,-0.002133246268656721
2017-05-19,BAJFINANCE_5MINUTE,0,1,0.007751937984496138,-0.03875968992248058,-1.9636620708268886,0.095,-0.03975968992248058,-0.003777170542635655
2017-05-22,IOC_5MINUTE,0,1,0.0027360915346985593,-0.0011607661056297625,-0.9663180347976301,0.095,-0.0021607661056297625,-0.00020527278003482744
2017-05-22,BAJAJ_AUTO_5MINUTE,0,1,0.005109231853417828,-0.03347427766032418,-1.168740824859153,0.095,-0.03447427766032418,-0.0032750563777307973
2017-05-22,POWERGRID_5MINUTE,0,1,0.002718622564567452,-0.00271862256456723,-1.2014362258219617,0.095,-0.00371862256456723,-0.00035326914363388687
2017-05-22,JSWSTEEL_5MINUTE,0,1,0.005485893416927734,0.004702194357366851,-1.3299763920736063,0.095,0.003702194357366851,0.00035170846394985087
2017-05-22,BANKBARODA_5MINUTE,0,1,0.0,-0.0065371024734983685,-1.4361967503114357,0.095,-0.0075371024734983685,-0.0007160247349823451
2017-05-22,GAIL_5MINUTE,0,1,-0.029329608938547413,-0.02385940409683418,-1.4632588665667379,0.095,-0.02485940409683418,-0.002361643389199247
2017-05-22,RECLTD_5MINUTE,0,1,0.0015649452269170805,0.0028169014084507005,-1.4672410224392662,0.095,0.0018169014084507005,0.00017260563380281654
2017-05-22,PFC_5MINUTE,0,1,0.0024999999999999467,0.0024999999999999467,-1.5055855076642894,0.095,0.0014999999999999467,0.00014249999999999493
2017-05-22,ONGC_5MINUTE,0,1,0.0034332084893884396,-0.017790262172284632,-1.5210231074962317,0.095,-0.018790262172284633,-0.0017850749063670402
2017-05-22,PIDILITIND_5MINUTE,0,1,-0.01132380695605284,-0.009166891345376071,-1.5446667048165752,0.095,-0.010166891345376072,-0.0009658546778107269
2017-05-23,TATACONSUM_5MINUTE,0,1,0.0069979006298110935,-0.018544436668999298,-1.134729912530384,0.095,-0.0195444366689993,-0.0018567214835549335
2017-05-23,SBIN_5MINUTE,0,1,0.004327505625757233,-0.019387225203392866,-1.1870960118382807,0.095,-0.020387225203392867,-0.0019367863943223224
2017-05-23,HINDZINC_5MINUTE,0,1,0.01692082724044286,-0.02673908502193445,-1.4479823597263666,0.095,-0.02773908502193445,-0.002635213077083773
2017-05-23,MUTHOOTFIN_5MINUTE,0,1,0.008776526067592494,0.01165837044799578,-1.448593091190512,0.095,0.01065837044799578,0.001012545192559599
2017-05-23,SHRIRAMFIN_5MINUTE,0,1,-0.002404488378306313,-0.021106064654020984,-1.4849675453711182,0.095,-0.022106064654020985,-0.0021000761421319934
2017-05-23,GODREJCP_5MINUTE,0,1,0.005710194828438597,0.005676104113044866,-1.512918136328159,0.095,0.004676104113044866,0.00044422989073926233
2017-05-23,AMBUJACEM_5MINUTE,0,1,-0.008782936010037656,-0.014219991635299079,-1.5272802002969246,0.095,-0.01521999163529908,-0.0014458992053534125
2017-05-23,BRITANNIA_5MINUTE,0,1,0.003342618384401197,-0.014484679665738187,-1.5319160041543425,0.095,-0.015484679665738188,-0.001471044568245128
2017-05-23,ASIANPAINT_5MINUTE,0,1,-0.0034999999999999476,-0.004545454545454519,-1.532687862032173,0.095,-0.005545454545454519,-0.0005268181818181793
2017-05-23,DMART_5MINUTE,0,1,0.0028954802259886225,0.009957627118643897,-1.5642402539457605,0.095,0.008957627118643896,0.0008509745762711701
2017-05-24,HINDALCO_5MINUTE,0,1,0.006153023006955527,0.021669341894061,-1.073923375273898,0.095,0.020669341894061,0.001963587479935795
2017-05-24,TATACONSUM_5MINUTE,0,1,0.00855614973262031,0.00891265597147961,-1.1623700560373393,0.095,0.00791265597147961,0.0007517023172905629
2017-05-24,BEL_5MINUTE,0,1,0.011857707509881354,0.032608695652173836,-1.2623381100232212,0.095,0.031608695652173835,0.003002826086956514
2017-05-24,BAJAJ_AUTO_5MINUTE,0,1,0.001662663957140209,0.017550341769813516,-1.2968258036037545,0.095,0.016550341769813515,0.001572282468132284
2017-05-24,LT_5MINUTE,0,1,0.0019792840849583992,0.044378566927316676,-1.2969155608657403,0.095,0.043378566927316675,0.004120963858095084
2017-05-24,ULTRACEMCO_5MINUTE,0,1,-0.00022700390685670424,-0.007873451295714373,-1.3339301673247674,0.095,-0.008873451295714374,-0.0008429778730928655
2017-05-24,RECLTD_5MINUTE,0,1,0.000631113916061965,-0.020511202272010087,-1.3742148232131646,0.095,-0.021511202272010088,-0.0020435642158409583
2017-05-24,JSWSTEEL_5MINUTE,0,1,0.006340819022456978,0.017173051519154603,-1.3781671727585734,0.095,0.016173051519154602,0.0015364398943196872
2017-05-24,SIEMENS_5MINUTE,0,1,0.0029990167158309156,0.014995083579154356,-1.423219994777681,0.095,0.013995083579154355,0.0013295329400196637
2017-05-24,CIPLA_5MINUTE,0,1,0.007097640514099446,-0.03184346825244577,-1.490812087199362,0.095,-0.03284346825244577,-0.0031201294839823487
2017-05-25,TVSMOTOR_5MINUTE,6,-1,0.004059415075191364,-0.01282406126026392,-1.2431317928982175,0.095,0.011824061260263918,0.0011232858197250722
2017-05-25,CHOLAFIN_5MINUTE,0,1,0.012804418779814197,0.019332161687170446,-1.4581953763038562,0.095,0.018332161687170445,0.0017415553602811923
2017-05-25,ICICIBANK_5MINUTE,6,-1,0.0,0.00537858283017556,-1.6407285338895894,0.095,-0.00637858283017556,-0.0006059653688666782
2017-05-25,MOTHERSON_5MINUTE,6,-1,0.003916449086162066,0.031331592689295196,-1.8773006272092303,0.095,-0.0323315926892952,-0.0030715013054830437
2017-05-25,DLF_5MINUTE,6,-1,0.0030832476875641834,-0.0053956834532373765,-1.9647900417077637,0.095,0.0043956834532373765,0.0004175899280575508
2017-05-25,SHRIRAMFIN_5MINUTE,6,-1,0.004258717061485395,0.02076124567474058,-1.9834124095339905,0.095,-0.02176124567474058,-0.0020673183391003553
2017-05-25,BEL_5MINUTE,6,-1,0.00574162679425827,0.013397129186602852,-1.9945754162885143,0.095,-0.014397129186602853,-0.0013677272727272711
2017-05-25,BAJFINANCE_5MINUTE,6,-1,-0.007874015748031482,0.03543307086614167,-2.0951704062052583,0.095,-0.03643307086614167,-0.0034611417322834587
2017-05-25,BANKBARODA_5MINUTE,6,-1,-0.0014268727705112338,-0.012901307966706188,-2.1486431646101942,0.095,0.011901307966706187,0.0011306242568370878
2017-05-25,PIDILITIND_5MINUTE,6,-1,-0.005652759084791459,0.030955585464333746,-2.1699364715159617,0.095,-0.03195558546433375,-0.003035780619111706
2017-05-26,GODREJCP_5MINUTE,6,-1,0.003890859749219322,-0.006571956383135458,-1.315591676009414,0.095,0.005571956383135458,0.0005293358563978684
2017-05-26,MOTHERSON_5MINUTE,6,-1,0.0008860759493669601,0.0054430379746837065,-1.3838237677823224,0.095,-0.0064430379746837066,-0.0006120886075949521
2017-05-26,UNIONBANK_5MINUTE,0,1,0.001574906489927308,-0.05558107487367936,-1.4425097053701121,0.095,-0.05658107487367936,-0.005375202112999539
2017-05-26,ITC_5MINUTE,6,-1,-0.0067489394523717605,0.03027381411492458,-1.549397726860874,0.095,-0.03127381411492458,-0.002971012340917835
2017-05-26,VEDL_5MINUTE,6,-1,0.009589377919842823,0.010327022375215211,-1.796442766065847,0.095,-0.011327022375215212,-0.0010760671256454452
2017-05-26,MUTHOOTFIN_5MINUTE,6,-1,-0.007518796992481258,-0.020050125313283207,-1.8292020554806223,0.095,0.019050125313283206,0.0018097619047619045
2017-05-26,TVSMOTOR_5MINUTE,0,1,-0.0034579439252336863,-0.00355140186915881,-1.8427098975028153,0.095,-0.00455140186915881,-0.00043238317757008694
2017-05-26,RELIANCE_5MINUTE,6,-1,-0.0022144890857325183,0.01202151217968983,-1.8933666168624521,0.095,-0.013021512179689831,-0.001237043657070534
