method,period,monthly_return
opening_range_reversal,2024-11,8.316399433492302e-05
opening_range_reversal,2024-12,0.0049131376888436286
opening_range_reversal,2025-01,-0.0007834029231861424
opening_range_reversal,2025-02,-0.0028740299404956425
opening_range_reversal,2025-03,0.011469812458777987
opening_range_reversal,2025-04,-0.008319727498557519
opening_range_reversal,2025-05,0.0038593910423758452
opening_range_reversal,2025-06,-0.0021159657672643094
opening_range_reversal,2025-07,-0.01369760769235181
opening_range_reversal,2025-08,0.0014874069850335043
opening_range_reversal,2025-09,-0.00460402715985849
volatility_expansion,2017-04,0.0003175815286909656
volatility_expansion,2017-05,-0.003612358654780272
volatility_expansion,2017-06,-0.011008835895739243
volatility_expansion,2017-07,-0.012797103463557374
volatility_expansion,2017-08,0.0004352799110823461
volatility_expansion,2017-09,0.000597949695070293
volatility_expansion,2017-10,0.0006818229089343474
volatility_expansion,2017-11,0.003139233329348333
volatility_expansion,2017-12,-0.008727602582764954
volatility_expansion,2018-01,-0.03599663538116123
volatility_expansion,2018-02,-0.011955152704800564
volatility_expansion,2018-03,-0.014190527564426403
volatility_expansion,2018-04,0.004677515009377613
volatility_expansion,2018-05,-0.011939691511469135
volatility_expansion,2018-06,-0.011008206578552988
volatility_expansion,2018-07,-0.013550827956342762
volatility_expansion,2018-08,0.008000974043563947
volatility_expansion,2018-09,-0.0061696930832265615
volatility_expansion,2018-10,-0.0035332860681450188
volatility_expansion,2018-11,-0.029392804279752438
volatility_expansion,2018-12,-0.010399146559159331
volatility_expansion,2019-01,0.0022948816725561335
volatility_expansion,2019-02,-0.01398532207025391
volatility_expansion,2019-03,-0.009539651650786945
volatility_expansion,2019-04,0.005288542414577689
volatility_expansion,2019-05,-0.002890279064492658
volatility_expansion,2019-06,-0.0022374742519200653
volatility_expansion,2019-07,-0.024858185434489755
volatility_expansion,2019-08,-0.005687790799517051
volatility_expansion,2019-09,-0.008873044544619334
volatility_expansion,2019-10,0.00035949870900881453
volatility_expansion,2019-11,0.00519409761233548
volatility_expansion,2020-02,-0.01793123416523732
volatility_expansion,2020-03,0.019631257111368837
volatility_expansion,2020-04,0.005251806132015519
