trades,active_days,total_return,cagr,win_rate,mean_trade_return,sharpe_daily,max_drawdown,best_month,worst_month,positive_month_fraction,months_ge_30pct
13693,2014,1624.2519608703792,1.344039449547021,0.6332432629810852,0.006128220303738246,3.4958565221814433,-0.4438417525093781,0.5878571558899564,-0.25786554719007726,0.7619047619047619,3
